#Gene	Rank	# rare mutations	avg # rare mutations per sample	# rare truncating mutations	avg # truncating mutations per sample
RERE	470	31	0.028310502283105	6	0.00547945205479452
KIAA1109	471	31	0.028310502283105	6	0.00547945205479452
FOXD2	472	31	0.028310502283105	22	0.0200913242009132
MKI67	473	31	0.028310502283105	1	0.00091324200913242
GCN1L1	474	31	0.028310502283105	3	0.00273972602739726
TSC2	475	31	0.028310502283105	4	0.00365296803652968
TBC1D16	476	31	0.028310502283105	5	0.0045662100456621
COL1A2	477	31	0.028310502283105	3	0.00273972602739726
MYO1C	478	31	0.028310502283105	3	0.00273972602739726
ARHGAP33	479	31	0.028310502283105	1	0.00091324200913242
MYO10	480	31	0.028310502283105	1	0.00091324200913242
ANK2	481	31	0.028310502283105	2	0.00182648401826484
ITGA11	482	31	0.028310502283105	4	0.00365296803652968
SOGA1	483	31	0.028310502283105	4	0.00365296803652968
TEP1	484	31	0.028310502283105	4	0.00365296803652968
NBAS	485	31	0.028310502283105	5	0.0045662100456621
B4GALNT4	486	31	0.028310502283105	4	0.00365296803652968
RPL29	487	31	0.028310502283105	29	0.0264840182648402
HIVEP3	488	31	0.028310502283105	2	0.00182648401826484
OSBPL5	489	31	0.028310502283105	1	0.00091324200913242
DSCAML1	490	31	0.028310502283105	0	0
COL27A1	491	31	0.028310502283105	3	0.00273972602739726
PHLPP1	492	31	0.028310502283105	5	0.0045662100456621
RAPGEF3	493	31	0.028310502283105	2	0.00182648401826484
CCDC154	494	31	0.028310502283105	1	0.00091324200913242
PNPLA6	495	31	0.028310502283105	2	0.00182648401826484
RASAL3	496	31	0.028310502283105	8	0.00730593607305936
ARHGEF28	497	31	0.028310502283105	2	0.00182648401826484
COL6A5	498	31	0.028310502283105	5	0.0045662100456621
HDGFRP2	499	31	0.028310502283105	16	0.0146118721461187
ARAP1	500	30	0.0273972602739726	3	0.00273972602739726
MINK1	501	30	0.0273972602739726	2	0.00182648401826484
DOCK8	502	30	0.0273972602739726	1	0.00091324200913242
LPHN1	503	30	0.0273972602739726	2	0.00182648401826484
FREM3	504	30	0.0273972602739726	3	0.00273972602739726
SPTA1	505	30	0.0273972602739726	0	0
ROBO3	506	30	0.0273972602739726	1	0.00091324200913242
VPS13A	507	30	0.0273972602739726	2	0.00182648401826484
NTRK1	508	30	0.0273972602739726	1	0.00091324200913242
DIP2A	509	30	0.0273972602739726	2	0.00182648401826484
CABIN1	510	30	0.0273972602739726	4	0.00365296803652968
SCAP	511	30	0.0273972602739726	1	0.00091324200913242
MYBPC3	512	30	0.0273972602739726	5	0.0045662100456621
SRCAP	513	30	0.0273972602739726	4	0.00365296803652968
TRPM4	514	30	0.0273972602739726	4	0.00365296803652968
RTTN	515	30	0.0273972602739726	5	0.0045662100456621
JAK3	516	30	0.0273972602739726	1	0.00091324200913242
LRP4	517	30	0.0273972602739726	3	0.00273972602739726
THADA	518	30	0.0273972602739726	2	0.00182648401826484
SLC9A3	519	30	0.0273972602739726	4	0.00365296803652968
MROH6	520	30	0.0273972602739726	12	0.010958904109589
NRXN2	521	30	0.0273972602739726	2	0.00182648401826484
TACC2	522	30	0.0273972602739726	0	0
HGFAC	523	30	0.0273972602739726	5	0.0045662100456621
AUTS2	524	30	0.0273972602739726	5	0.0045662100456621
MYO5B	525	30	0.0273972602739726	2	0.00182648401826484
ASPM	526	30	0.0273972602739726	1	0.00091324200913242
GRID2IP	527	30	0.0273972602739726	3	0.00273972602739726
SPATA13	528	30	0.0273972602739726	0	0
ABCA3	529	30	0.0273972602739726	2	0.00182648401826484
BRD4	530	30	0.0273972602739726	3	0.00273972602739726
CLIP2	531	30	0.0273972602739726	2	0.00182648401826484
RAB44	532	30	0.0273972602739726	8	0.00730593607305936
DGKH	533	30	0.0273972602739726	2	0.00182648401826484
RBM23	534	30	0.0273972602739726	24	0.0219178082191781
MYRF	535	30	0.0273972602739726	4	0.00365296803652968
ARHGEF17	536	30	0.0273972602739726	5	0.0045662100456621
AKNA	537	30	0.0273972602739726	4	0.00365296803652968
EML6	538	30	0.0273972602739726	1	0.00091324200913242
CACNA1G	539	30	0.0273972602739726	1	0.00091324200913242
FAM208B	540	30	0.0273972602739726	2	0.00182648401826484
REV3L	541	30	0.0273972602739726	4	0.00365296803652968
FLNB	542	30	0.0273972602739726	5	0.0045662100456621
NIN	543	30	0.0273972602739726	5	0.0045662100456621
ZNF568	544	29	0.0264840182648402	1	0.00091324200913242
ATP13A2	545	29	0.0264840182648402	1	0.00091324200913242
GOLGA3	546	29	0.0264840182648402	1	0.00091324200913242
DNAH12	547	29	0.0264840182648402	5	0.0045662100456621
ZNF142	548	29	0.0264840182648402	2	0.00182648401826484
KIAA1211	549	29	0.0264840182648402	12	0.010958904109589
MAST2	550	29	0.0264840182648402	2	0.00182648401826484
LRRK1	551	29	0.0264840182648402	5	0.0045662100456621
FAM65C	552	29	0.0264840182648402	6	0.00547945205479452
FBF1	553	29	0.0264840182648402	5	0.0045662100456621
FBLN2	554	29	0.0264840182648402	8	0.00730593607305936
ZNF718	555	29	0.0264840182648402	1	0.00091324200913242
ZNF268	556	29	0.0264840182648402	1	0.00091324200913242
NKPD1	557	29	0.0264840182648402	3	0.00273972602739726
INF2	558	29	0.0264840182648402	4	0.00365296803652968
NRG2	559	29	0.0264840182648402	5	0.0045662100456621
KIAA0040	560	29	0.0264840182648402	26	0.0237442922374429
CAD	561	29	0.0264840182648402	0	0
KIAA1549	562	29	0.0264840182648402	1	0.00091324200913242
NINL	563	29	0.0264840182648402	5	0.0045662100456621
CACNA1C	564	29	0.0264840182648402	2	0.00182648401826484
ABCC3	565	29	0.0264840182648402	5	0.0045662100456621
VWDE	566	29	0.0264840182648402	4	0.00365296803652968
SPTB	567	29	0.0264840182648402	2	0.00182648401826484
NHSL1	568	29	0.0264840182648402	1	0.00091324200913242
FRYL	569	29	0.0264840182648402	2	0.00182648401826484
SEC63	570	29	0.0264840182648402	3	0.00273972602739726
MAP1A	571	29	0.0264840182648402	2	0.00182648401826484
DMXL1	572	29	0.0264840182648402	2	0.00182648401826484
KDM5C	573	29	0.0264840182648402	4	0.00365296803652968
ASXL3	574	29	0.0264840182648402	4	0.00365296803652968
SLC26A1	575	29	0.0264840182648402	4	0.00365296803652968
CCDC64B	576	29	0.0264840182648402	4	0.00365296803652968
FLT4	577	29	0.0264840182648402	1	0.00091324200913242
CAMSAP3	578	29	0.0264840182648402	4	0.00365296803652968
CARNS1	579	29	0.0264840182648402	6	0.00547945205479452
CDH15	580	29	0.0264840182648402	3	0.00273972602739726
SCARF2	581	29	0.0264840182648402	4	0.00365296803652968
CRIPAK	582	29	0.0264840182648402	14	0.0127853881278539
PTPRU	583	29	0.0264840182648402	2	0.00182648401826484
MROH2B	584	29	0.0264840182648402	6	0.00547945205479452
FBN1	585	29	0.0264840182648402	3	0.00273972602739726
PHLDB1	586	29	0.0264840182648402	1	0.00091324200913242
DMBT1	587	29	0.0264840182648402	2	0.00182648401826484
MPDZ	588	29	0.0264840182648402	2	0.00182648401826484
PAPLN	589	29	0.0264840182648402	5	0.0045662100456621
COL4A6	590	28	0.0255707762557078	2	0.00182648401826484
GP6	591	28	0.0255707762557078	6	0.00547945205479452
CCDC22	592	28	0.0255707762557078	1	0.00091324200913242
MTSS1L	593	28	0.0255707762557078	4	0.00365296803652968
SMCHD1	594	28	0.0255707762557078	3	0.00273972602739726
TRIM66	595	28	0.0255707762557078	2	0.00182648401826484
SMTN	596	28	0.0255707762557078	2	0.00182648401826484
MYBPC2	597	28	0.0255707762557078	3	0.00273972602739726
FBN2	598	28	0.0255707762557078	2	0.00182648401826484
CUX2	599	28	0.0255707762557078	3	0.00273972602739726
PRKCSH	600	28	0.0255707762557078	14	0.0127853881278539
PLD4	601	28	0.0255707762557078	2	0.00182648401826484
BRSK2	602	28	0.0255707762557078	0	0
RBM10	603	28	0.0255707762557078	4	0.00365296803652968
NCAM1	604	28	0.0255707762557078	1	0.00091324200913242
PODXL	605	28	0.0255707762557078	20	0.0182648401826484
DLG5	606	28	0.0255707762557078	2	0.00182648401826484
ADAMTSL1	607	28	0.0255707762557078	1	0.00091324200913242
RBM19	608	28	0.0255707762557078	5	0.0045662100456621
PLEKHM2	609	28	0.0255707762557078	2	0.00182648401826484
IFT140	610	28	0.0255707762557078	5	0.0045662100456621
TEX15	611	28	0.0255707762557078	7	0.00639269406392694
LYST	612	28	0.0255707762557078	6	0.00547945205479452
TJP2	613	28	0.0255707762557078	4	0.00365296803652968
ZNF736	614	28	0.0255707762557078	2	0.00182648401826484
SMARCA2	615	28	0.0255707762557078	9	0.00821917808219178
SLC12A4	616	28	0.0255707762557078	3	0.00273972602739726
COL1A1	617	28	0.0255707762557078	1	0.00091324200913242
PRDM2	618	28	0.0255707762557078	8	0.00730593607305936
ZNF726	619	28	0.0255707762557078	0	0
MCF2L	620	28	0.0255707762557078	0	0
CRAMP1L	621	28	0.0255707762557078	3	0.00273972602739726
POTEI	622	28	0.0255707762557078	3	0.00273972602739726
ZNF682	623	28	0.0255707762557078	2	0.00182648401826484
PACS2	624	28	0.0255707762557078	4	0.00365296803652968
SORCS2	625	28	0.0255707762557078	0	0
ANKRD30A	626	28	0.0255707762557078	5	0.0045662100456621
ANO8	627	28	0.0255707762557078	3	0.00273972602739726
FGD1	628	28	0.0255707762557078	1	0.00091324200913242
NUMA1	629	28	0.0255707762557078	3	0.00273972602739726
ATP10A	630	28	0.0255707762557078	1	0.00091324200913242
TJP3	631	28	0.0255707762557078	3	0.00273972602739726
SETBP1	632	28	0.0255707762557078	3	0.00273972602739726
ADAMTS8	633	28	0.0255707762557078	10	0.0091324200913242
MCC	634	28	0.0255707762557078	16	0.0146118721461187
PLIN4	635	28	0.0255707762557078	0	0
BCL9L	636	28	0.0255707762557078	3	0.00273972602739726
ZSWIM6	637	28	0.0255707762557078	12	0.010958904109589
SRCIN1	638	28	0.0255707762557078	3	0.00273972602739726
CENPF	639	28	0.0255707762557078	3	0.00273972602739726
CTNND2	640	28	0.0255707762557078	2	0.00182648401826484
ZSWIM8	641	28	0.0255707762557078	1	0.00091324200913242
IGDCC4	642	28	0.0255707762557078	3	0.00273972602739726
HDAC7	643	27	0.0246575342465753	3	0.00273972602739726
RGPD3	644	27	0.0246575342465753	3	0.00273972602739726
GSE1	645	27	0.0246575342465753	5	0.0045662100456621
ESPL1	646	27	0.0246575342465753	1	0.00091324200913242
ZNF117	647	27	0.0246575342465753	1	0.00091324200913242
SCN4A	648	27	0.0246575342465753	1	0.00091324200913242
PRRT3	649	27	0.0246575342465753	2	0.00182648401826484
MYOM2	650	27	0.0246575342465753	3	0.00273972602739726
IQGAP1	651	27	0.0246575342465753	2	0.00182648401826484
F5	652	27	0.0246575342465753	4	0.00365296803652968
PRB2	653	27	0.0246575342465753	8	0.00730593607305936
PER2	654	27	0.0246575342465753	4	0.00365296803652968
PCSK4	655	27	0.0246575342465753	2	0.00182648401826484
PXDNL	656	27	0.0246575342465753	3	0.00273972602739726
TRPM1	657	27	0.0246575342465753	4	0.00365296803652968
LCE4A	658	27	0.0246575342465753	25	0.0228310502283105
PXDN	659	27	0.0246575342465753	3	0.00273972602739726
CSMD3	660	27	0.0246575342465753	2	0.00182648401826484
RPS6KA4	661	27	0.0246575342465753	4	0.00365296803652968
CEP192	662	27	0.0246575342465753	3	0.00273972602739726
KANK1	663	27	0.0246575342465753	2	0.00182648401826484
SOX4	664	27	0.0246575342465753	10	0.0091324200913242
SCNN1D	665	27	0.0246575342465753	5	0.0045662100456621
PLEKHG3	666	27	0.0246575342465753	0	0
ZNF732	667	27	0.0246575342465753	1	0.00091324200913242
SIPA1	668	27	0.0246575342465753	4	0.00365296803652968
ADAMTS16	669	27	0.0246575342465753	0	0
ARHGEF16	670	27	0.0246575342465753	4	0.00365296803652968
LOC100652824	671	27	0.0246575342465753	3	0.00273972602739726
CDC27	672	27	0.0246575342465753	1	0.00091324200913242
ATP8B3	673	27	0.0246575342465753	4	0.00365296803652968
MLL	674	27	0.0246575342465753	4	0.00365296803652968
KBTBD11	675	27	0.0246575342465753	3	0.00273972602739726
PARP10	676	27	0.0246575342465753	2	0.00182648401826484
MAP1B	677	27	0.0246575342465753	1	0.00091324200913242
DLEC1	678	27	0.0246575342465753	2	0.00182648401826484
ZNF814	679	27	0.0246575342465753	7	0.00639269406392694
FAM194B	680	27	0.0246575342465753	2	0.00182648401826484
PLEKHG2	681	27	0.0246575342465753	2	0.00182648401826484
SYNJ2	682	27	0.0246575342465753	5	0.0045662100456621
PHRF1	683	27	0.0246575342465753	1	0.00091324200913242
PTPN13	684	27	0.0246575342465753	0	0
FN1	685	27	0.0246575342465753	2	0.00182648401826484
ADAMTSL4	686	27	0.0246575342465753	4	0.00365296803652968
MFSD7	687	27	0.0246575342465753	5	0.0045662100456621
SASH1	688	27	0.0246575342465753	12	0.010958904109589
TLN2	689	27	0.0246575342465753	5	0.0045662100456621
UBE3B	690	27	0.0246575342465753	6	0.00547945205479452
CILP	691	27	0.0246575342465753	3	0.00273972602739726
IGFALS	692	27	0.0246575342465753	3	0.00273972602739726
SERINC2	693	27	0.0246575342465753	15	0.0136986301369863
KLC3	694	27	0.0246575342465753	4	0.00365296803652968
ARAP3	695	27	0.0246575342465753	1	0.00091324200913242
CORO7	696	27	0.0246575342465753	2	0.00182648401826484
RANBP2	697	27	0.0246575342465753	1	0.00091324200913242
HDAC6	698	27	0.0246575342465753	3	0.00273972602739726
TAOK2	699	27	0.0246575342465753	3	0.00273972602739726
PARP4	700	27	0.0246575342465753	4	0.00365296803652968
BRCA2	701	27	0.0246575342465753	8	0.00730593607305936
MYO9A	702	27	0.0246575342465753	3	0.00273972602739726
BTBD11	703	27	0.0246575342465753	3	0.00273972602739726
PRX	704	27	0.0246575342465753	2	0.00182648401826484
PDZD2	705	27	0.0246575342465753	2	0.00182648401826484
MAP3K9	706	27	0.0246575342465753	3	0.00273972602739726
UNC5B	707	27	0.0246575342465753	2	0.00182648401826484
ITPR2	708	27	0.0246575342465753	6	0.00547945205479452
ITIH6	709	27	0.0246575342465753	2	0.00182648401826484
ARHGAP32	710	27	0.0246575342465753	0	0
ZNF236	711	27	0.0246575342465753	2	0.00182648401826484
TNC	712	27	0.0246575342465753	0	0
TNN	713	27	0.0246575342465753	4	0.00365296803652968
SORL1	714	26	0.0237442922374429	3	0.00273972602739726
DUS3L	715	26	0.0237442922374429	4	0.00365296803652968
TRAPPC9	716	26	0.0237442922374429	2	0.00182648401826484
HEATR5A	717	26	0.0237442922374429	2	0.00182648401826484
PIK3C2B	718	26	0.0237442922374429	4	0.00365296803652968
SCUBE1	719	26	0.0237442922374429	4	0.00365296803652968
RREB1	720	26	0.0237442922374429	1	0.00091324200913242
ZNF680	721	26	0.0237442922374429	0	0
NCKAP5L	722	26	0.0237442922374429	1	0.00091324200913242
ZNF628	723	26	0.0237442922374429	3	0.00273972602739726
NUP205	724	26	0.0237442922374429	0	0
CADPS	725	26	0.0237442922374429	4	0.00365296803652968
HR	726	26	0.0237442922374429	2	0.00182648401826484
MYOM3	727	26	0.0237442922374429	5	0.0045662100456621
DACT2	728	26	0.0237442922374429	4	0.00365296803652968
DRD4	729	26	0.0237442922374429	8	0.00730593607305936
NEURL4	730	26	0.0237442922374429	1	0.00091324200913242
TAF1C	731	26	0.0237442922374429	1	0.00091324200913242
COL12A1	732	26	0.0237442922374429	1	0.00091324200913242
BHLHE22	733	26	0.0237442922374429	12	0.010958904109589
GPR112	734	26	0.0237442922374429	3	0.00273972602739726
DAB2IP	735	26	0.0237442922374429	3	0.00273972602739726
SLC38A10	736	26	0.0237442922374429	2	0.00182648401826484
SPG11	737	26	0.0237442922374429	3	0.00273972602739726
ATXN2	738	26	0.0237442922374429	7	0.00639269406392694
RECQL5	739	26	0.0237442922374429	4	0.00365296803652968
CENPE	740	26	0.0237442922374429	2	0.00182648401826484
PPRC1	741	26	0.0237442922374429	3	0.00273972602739726
SLC4A3	742	26	0.0237442922374429	6	0.00547945205479452
KIAA1755	743	26	0.0237442922374429	2	0.00182648401826484
ZNF92	744	26	0.0237442922374429	1	0.00091324200913242
CRB2	745	26	0.0237442922374429	2	0.00182648401826484
LAMB1	746	26	0.0237442922374429	2	0.00182648401826484
OGFR	747	26	0.0237442922374429	9	0.00821917808219178
PTCH2	748	26	0.0237442922374429	5	0.0045662100456621
KDM4B	749	26	0.0237442922374429	2	0.00182648401826484
DAAM2	750	26	0.0237442922374429	2	0.00182648401826484
HIP1R	751	26	0.0237442922374429	1	0.00091324200913242
NLRC3	752	26	0.0237442922374429	3	0.00273972602739726
ABCA8	753	26	0.0237442922374429	4	0.00365296803652968
AEBP1	754	26	0.0237442922374429	1	0.00091324200913242
COL17A1	755	26	0.0237442922374429	2	0.00182648401826484
FRY	756	26	0.0237442922374429	2	0.00182648401826484
CARD14	757	26	0.0237442922374429	1	0.00091324200913242
ZNF90	758	26	0.0237442922374429	0	0
PIDD	759	26	0.0237442922374429	3	0.00273972602739726
ATHL1	760	26	0.0237442922374429	1	0.00091324200913242
MYOF	761	26	0.0237442922374429	5	0.0045662100456621
TTBK1	762	26	0.0237442922374429	3	0.00273972602739726
AP5Z1	763	26	0.0237442922374429	1	0.00091324200913242
PRG4	764	26	0.0237442922374429	8	0.00730593607305936
EPG5	765	26	0.0237442922374429	2	0.00182648401826484
CARD9	766	26	0.0237442922374429	4	0.00365296803652968
RABL6	767	26	0.0237442922374429	2	0.00182648401826484
SLC12A3	768	26	0.0237442922374429	3	0.00273972602739726
SCN7A	769	26	0.0237442922374429	3	0.00273972602739726
HECW1	770	26	0.0237442922374429	4	0.00365296803652968
EXD3	771	26	0.0237442922374429	3	0.00273972602739726
SMG6	772	26	0.0237442922374429	3	0.00273972602739726
MLXIPL	773	26	0.0237442922374429	1	0.00091324200913242
RELN	774	26	0.0237442922374429	5	0.0045662100456621
MSH3	775	26	0.0237442922374429	6	0.00547945205479452
LLGL2	776	26	0.0237442922374429	1	0.00091324200913242
MNT	777	26	0.0237442922374429	13	0.0118721461187215
ALK	778	26	0.0237442922374429	2	0.00182648401826484
PCGF6	779	26	0.0237442922374429	16	0.0146118721461187
TBX2	780	26	0.0237442922374429	4	0.00365296803652968
DUOX2	781	26	0.0237442922374429	4	0.00365296803652968
USP42	782	25	0.0228310502283105	2	0.00182648401826484
COMP	783	25	0.0228310502283105	3	0.00273972602739726
HIVEP1	784	25	0.0228310502283105	1	0.00091324200913242
DCAF8L2	785	25	0.0228310502283105	6	0.00547945205479452
PPP1R12C	786	25	0.0228310502283105	5	0.0045662100456621
DIAPH1	787	25	0.0228310502283105	3	0.00273972602739726
WNK1	788	25	0.0228310502283105	2	0.00182648401826484
CREBBP	789	25	0.0228310502283105	6	0.00547945205479452
ASPG	790	25	0.0228310502283105	2	0.00182648401826484
CNDP1	791	25	0.0228310502283105	22	0.0200913242009132
LMF2	792	25	0.0228310502283105	2	0.00182648401826484
TCIRG1	793	25	0.0228310502283105	2	0.00182648401826484
C11ORF95	794	25	0.0228310502283105	3	0.00273972602739726
ZNF93	795	25	0.0228310502283105	1	0.00091324200913242
POTEJ	796	25	0.0228310502283105	1	0.00091324200913242
CHD7	797	25	0.0228310502283105	2	0.00182648401826484
KIAA1731	798	25	0.0228310502283105	1	0.00091324200913242
CUL7	799	25	0.0228310502283105	3	0.00273972602739726
LRP3	800	25	0.0228310502283105	6	0.00547945205479452
ARHGEF10	801	25	0.0228310502283105	3	0.00273972602739726
ZZEF1	802	25	0.0228310502283105	2	0.00182648401826484
TIAM1	803	25	0.0228310502283105	0	0
TARBP1	804	25	0.0228310502283105	7	0.00639269406392694
TDRD6	805	25	0.0228310502283105	4	0.00365296803652968
C4ORF21	806	25	0.0228310502283105	2	0.00182648401826484
DLC1	807	25	0.0228310502283105	2	0.00182648401826484
ZNF91	808	25	0.0228310502283105	0	0
ARMCX4	809	25	0.0228310502283105	2	0.00182648401826484
PLCB2	810	25	0.0228310502283105	4	0.00365296803652968
DOCK10	811	25	0.0228310502283105	4	0.00365296803652968
EPHB6	812	25	0.0228310502283105	15	0.0136986301369863
WDR66	813	25	0.0228310502283105	19	0.017351598173516
KALRN	814	25	0.0228310502283105	5	0.0045662100456621
COL11A1	815	25	0.0228310502283105	2	0.00182648401826484
MCPH1	816	25	0.0228310502283105	5	0.0045662100456621
CBFA2T3	817	25	0.0228310502283105	2	0.00182648401826484
PELP1	818	25	0.0228310502283105	4	0.00365296803652968
SPAG17	819	25	0.0228310502283105	1	0.00091324200913242
PANX2	820	25	0.0228310502283105	2	0.00182648401826484
MAGEL2	821	25	0.0228310502283105	1	0.00091324200913242
GNAS	822	25	0.0228310502283105	6	0.00547945205479452
PDZRN3	823	25	0.0228310502283105	2	0.00182648401826484
PLA2G6	824	25	0.0228310502283105	6	0.00547945205479452
PALD1	825	25	0.0228310502283105	5	0.0045662100456621
SEMA6B	826	25	0.0228310502283105	2	0.00182648401826484
AKD1	827	25	0.0228310502283105	5	0.0045662100456621
FES	828	25	0.0228310502283105	2	0.00182648401826484
CLCA4	829	25	0.0228310502283105	15	0.0136986301369863
MGA	830	25	0.0228310502283105	0	0
NOS2	831	25	0.0228310502283105	1	0.00091324200913242
PKDREJ	832	25	0.0228310502283105	3	0.00273972602739726
CDHR5	833	25	0.0228310502283105	4	0.00365296803652968
BEGAIN	834	25	0.0228310502283105	2	0.00182648401826484
LMO7	835	25	0.0228310502283105	4	0.00365296803652968
SYDE1	836	25	0.0228310502283105	1	0.00091324200913242
GAK	837	25	0.0228310502283105	4	0.00365296803652968
RGS3	838	25	0.0228310502283105	1	0.00091324200913242
VARS2	839	25	0.0228310502283105	6	0.00547945205479452
TMPRSS9	840	25	0.0228310502283105	2	0.00182648401826484
EIF2AK4	841	25	0.0228310502283105	9	0.00821917808219178
CEL	842	25	0.0228310502283105	8	0.00730593607305936
PCDH15	843	25	0.0228310502283105	4	0.00365296803652968
